GAME_DATE_EST	TEAM_ID_home	PTS_home	FG_PCT_home	FT_PCT_home	FG3_PCT_home	AST_home	REB_home	HOME_TEAM_WINS
25/1/2006	1610612737	97	0.507	0.727	0.385	22	39	0
25/1/2006	1610612761	88	0.372	0.781	0.294	16	37	0
25/1/2006	1610612738	87	0.493	0.5	0.286	24	39	0
25/1/2006	1610612752	102	0.443	0.692	0.353	22	56	0
25/1/2006	1610612765	106	0.476	0.773	0.409	30	35	1
25/1/2006	1610612740	68	0.31	0.767	0.2	7	42	0
25/1/2006	1610612745	102	0.464	0.581	0.273	26	48	1
25/1/2006	1610612763	107	0.506	0.944	0.545	22	42	1
25/1/2006	1610612762	94	0.455	0.741	0.25	22	37	0
25/1/2006	1610612757	94	0.512	0.615	0.2	23	39	0
25/1/2006	1610612746	90	0.48	0.7	0.308	24	49	1
25/1/2006	1610612744	93	0.416	0.657	0.333	18	47	0
24/1/2006	1610612755	109	0.488	0.667	0.467	17	48	1
24/1/2006	1610612753	111	0.547	0.727	0.5	14	44	1
24/1/2006	1610612739	96	0.438	0.667	0.429	22	50	1
24/1/2006	1610612748	94	0.469	0.652	0.267	17	47	1
24/1/2006	1610612750	83	0.418	0.762	0.2	19	33	0
24/1/2006	1610612759	104	0.564	0.857	0.333	31	45	1
23/1/2006	1610612737	104	0.556	0.7	0.3	22	35	1
23/1/2006	1610612738	91	0.423	0.826	0.429	17	44	1
23/1/2006	1610612749	80	0.37	0.71	0.4	17	40	0
23/1/2006	1610612743	107	0.481	0.769	0.25	25	42	1
23/1/2006	1610612762	89	0.431	0.821	0.364	21	50	1
23/1/2006	1610612744	93	0.452	0.478	0.261	23	51	0
22/1/2006	1610612765	99	0.405	0.8	0.333	23	41	1
22/1/2006	1610612759	85	0.417	0.724	0.174	21	44	0
22/1/2006	1610612750	84	0.462	0.588	0.222	22	40	0
22/1/2006	1610612764	82	0.392	0.692	0.429	18	40	0
22/1/2006	1610612746	105	0.467	0.9	0.375	26	49	1
22/1/2006	1610612748	119	0.595	0.667	0.333	28	37	1
22/1/2006	1610612756	149	0.514	1	0.474	35	40	0
22/1/2006	1610612757	89	0.407	0.813	0.429	16	51	0
22/1/2006	1610612747	122	0.477	0.848	0.435	18	51	1
21/1/2006	1610612753	83	0.337	0.806	0	14	53	1
21/1/2006	1610612752	98	0.467	0.771	0.091	16	39	0
21/1/2006	1610612751	103	0.467	0.784	0.235	22	49	1
21/1/2006	1610612754	89	0.388	0.769	0.389	17	35	0
21/1/2006	1610612749	101	0.542	0.68	0.4	28	51	1
21/1/2006	1610612762	90	0.468	0.708	0.1	19	35	0
20/1/2006	1610612755	89	0.416	0.75	0.333	14	47	1
20/1/2006	1610612764	110	0.518	0.792	0.5	22	45	1
20/1/2006	1610612737	102	0.416	0.697	0.263	23	36	0
20/1/2006	1610612738	99	0.507	0.588	0.467	22	46	1
20/1/2006	1610612766	93	0.395	0.543	0.286	17	40	0
20/1/2006	1610612748	94	0.487	0.6	0.273	11	37	0
20/1/2006	1610612750	90	0.448	0.833	0	22	47	1
20/1/2006	1610612741	108	0.406	0.909	0.286	33	45	0
20/1/2006	1610612743	113	0.5	0.778	0.455	27	45	1
20/1/2006	1610612756	106	0.487	0.917	0.444	25	44	1
20/1/2006	1610612746	81	0.452	0.737	0.25	21	33	0
20/1/2006	1610612744	99	0.474	0.567	0.533	22	45	1
20/1/2006	1610612760	113	0.489	0.778	0.438	25	41	0
19/1/2006	1610612752	79	0.493	0.667	0.143	13	35	0
19/1/2006	1610612758	118	0.466	0.857	0.462	27	41	1
18/1/2006	1610612755	90	0.493	0.652	0.455	18	42	0
18/1/2006	1610612737	89	0.341	0.833	0.308	19	43	0
18/1/2006	1610612753	106	0.507	0.757	0.5	23	41	1
18/1/2006	1610612754	98	0.5	0.828	0.4	18	43	1
18/1/2006	1610612738	103	0.488	0.593	0.438	17	43	1
18/1/2006	1610612740	87	0.447	0.81	0.333	23	44	1
18/1/2006	1610612741	106	0.482	0.63	0.35	23	39	1
18/1/2006	1610612745	76	0.408	0.565	0.357	16	29	0
18/1/2006	1610612759	95	0.457	0.781	0.353	22	34	1
18/1/2006	1610612743	90	0.388	0.8	0.364	13	48	1
18/1/2006	1610612757	96	0.507	0.783	0.167	29	34	1
18/1/2006	1610612746	102	0.461	0.679	0.143	19	51	0
17/1/2006	1610612762	111	0.55	0.846	0.111	27	44	1
17/1/2006	1610612758	119	0.511	0.81	0.5	26	55	1
16/1/2006	1610612747	100	0.466	0.871	0.333	24	40	1
16/1/2006	1610612741	94	0.451	0.833	0.455	28	46	0
16/1/2006	1610612744	109	0.512	0.696	0.391	25	47	1
16/1/2006	1610612766	92	0.377	0.769	0.308	19	39	0
16/1/2006	1610612752	90	0.449	0.789	0.385	20	34	0
16/1/2006	1610612764	104	0.425	0.813	0.286	22	55	1
16/1/2006	1610612737	94	0.506	0.706	0.267	21	37	1
16/1/2006	1610612751	97	0.452	0.714	0.545	22	37	1
16/1/2006	1610612765	94	0.5	0.696	0.421	30	34	1
16/1/2006	1610612746	102	0.416	0.878	0.4	19	45	1
16/1/2006	1610612763	83	0.411	0.656	0.154	13	43	0
16/1/2006	1610612742	114	0.519	0.778	0.6	20	42	1
15/1/2006	1610612761	129	0.59	0.833	0.4	29	37	1
15/1/2006	1610612758	104	0.477	0.85	0.471	22	40	1
15/1/2006	1610612757	89	0.436	0.692	0.333	16	43	1
14/1/2006	1610612737	106	0.455	0.789	0.4	22	45	0
14/1/2006	1610612765	114	0.538	0.677	0.529	35	40	1
14/1/2006	1610612741	89	0.398	0.762	0.2	19	48	0
14/1/2006	1610612749	93	0.378	0.7	0.235	24	47	0
14/1/2006	1610612745	80	0.397	0.826	0.2	17	40	0
14/1/2006	1610612742	110	0.526	0.71	0.533	22	36	1
14/1/2006	1610612759	80	0.433	0.737	0.5	18	36	1
14/1/2006	1610612762	94	0.459	0.767	0.231	25	36	0
14/1/2006	1610612756	115	0.547	0.714	0.647	26	32	1
14/1/2006	1610612746	98	0.513	0.75	0.5	26	53	1
14/1/2006	1610612744	104	0.436	0.6	0.313	21	43	0
13/1/2006	1610612754	85	0.453	0.8	0.417	20	37	0
13/1/2006	1610612752	105	0.556	0.667	0.714	19	40	1
13/1/2006	1610612766	102	0.451	0.579	0.31	20	38	0
13/1/2006	1610612755	125	0.414	0.756	0.429	25	55	1
13/1/2006	1610612763	81	0.42	0.583	0.45	21	49	1
13/1/2006	1610612740	90	0.415	0.8	0.667	19	46	1
13/1/2006	1610612750	103	0.564	0.667	0.467	33	43	1
13/1/2006	1610612757	113	0.538	0.864	0.667	23	30	1
13/1/2006	1610612760	104	0.443	0.767	0.188	18	32	0
12/1/2006	1610612759	68	0.386	0.5	0.154	9	32	0
12/1/2006	1610612756	112	0.518	0.733	0.52	32	48	1
12/1/2006	1610612747	99	0.506	0.9	0.188	22	31	1
11/1/2006	1610612761	95	0.457	0.897	0.278	21	36	1
11/1/2006	1610612755	102	0.507	0.784	0.231	18	26	0
11/1/2006	1610612764	103	0.506	0.484	0.5	21	52	1
11/1/2006	1610612754	112	0.563	0.697	0.5	23	37	1
11/1/2006	1610612752	117	0.412	0.939	0.429	14	54	1
11/1/2006	1610612750	99	0.39	0.795	0.444	21	46	1
11/1/2006	1610612745	80	0.395	0.529	0.15	13	53	0
11/1/2006	1610612757	113	0.524	0.759	0.5	21	42	1
11/1/2006	1610612760	113	0.522	0.811	0.579	23	31	1
11/1/2006	1610612744	96	0.384	0.808	0.346	22	37	0
10/1/2006	1610612766	111	0.44	0.784	0.182	28	52	1
10/1/2006	1610612737	94	0.45	0.81	0.385	23	37	0
10/1/2006	1610612739	84	0.372	0.7	0.214	13	42	0
10/1/2006	1610612749	95	0.513	0.647	0.462	29	33	1
10/1/2006	1610612763	99	0.519	0.556	0.435	27	37	1
10/1/2006	1610612740	86	0.453	0.875	0.571	15	39	0
10/1/2006	1610612759	96	0.484	0.789	0.429	21	42	1
10/1/2006	1610612743	139	0.49	0.806	0.471	27	46	1
10/1/2006	1610612746	90	0.434	0.686	0	17	48	1
9/1/2006	1610612755	107	0.528	0.828	0.636	18	35	1
9/1/2006	1610612764	89	0.458	0.741	0.375	20	34	0
9/1/2006	1610612738	102	0.456	0.771	0.3	23	38	0
9/1/2006	1610612741	113	0.521	0.824	0.611	28	40	1
9/1/2006	1610612747	96	0.425	0.71	0.353	17	53	1
8/1/2006	1610612761	104	0.449	0.844	0.35	18	43	0
8/1/2006	1610612752	120	0.519	0.842	0.364	23	40	1
8/1/2006	1610612745	90	0.45	0.688	0.318	24	36	0
8/1/2006	1610612758	83	0.395	0.909	0.25	14	37	0
8/1/2006	1610612757	89	0.419	0.722	0.1	17	35	0
7/1/2006	1610612764	103	0.434	0.737	0.25	22	37	1
7/1/2006	1610612737	101	0.528	0.95	0.333	17	37	1
7/1/2006	1610612753	108	0.563	0.765	0.286	25	47	1
7/1/2006	1610612765	90	0.364	0.808	0.313	21	41	0
7/1/2006	1610612739	96	0.439	0.586	0.292	22	49	1
7/1/2006	1610612741	111	0.621	0.818	0.733	28	33	1
7/1/2006	1610612742	83	0.353	0.692	0.333	12	46	1
7/1/2006	1610612756	91	0.485	0.793	0.333	19	32	1
7/1/2006	1610612746	109	0.513	0.839	0.6	23	36	0
6/1/2006	1610612752	113	0.544	0.774	0.375	19	49	1
6/1/2006	1610612756	111	0.532	0.636	0.5	38	44	1
6/1/2006	1610612740	90	0.432	0.75	0.294	13	44	1
6/1/2006	1610612761	112	0.5	0.75	0.444	21	45	1
6/1/2006	1610612738	98	0.475	0.842	0.462	24	35	0
6/1/2006	1610612751	113	0.468	0.892	0.375	31	36	1
6/1/2006	1610612765	97	0.42	0.679	0.235	22	54	1
6/1/2006	1610612763	87	0.362	0.795	0.273	17	50	1
6/1/2006	1610612759	83	0.461	0.579	0.25	13	38	1
6/1/2006	1610612749	91	0.449	0.789	0.316	22	37	0
6/1/2006	1610612743	112	0.441	0.793	0.389	31	37	0
6/1/2006	1610612758	118	0.549	0.862	0.333	23	41	1
6/1/2006	1610612747	119	0.585	0.556	0.65	25	43	1
5/1/2006	1610612739	81	0.434	0.444	0.241	18	43	0
5/1/2006	1610612744	89	0.434	0.714	0.15	16	38	0
4/1/2006	1610612756	105	0.478	0.833	0.429	25	42	1
4/1/2006	1610612738	109	0.571	0.742	0.545	26	45	1
4/1/2006	1610612740	107	0.494	0.767	0.571	23	40	1
4/1/2006	1610612761	121	0.63	0.71	0.7	23	34	1
4/1/2006	1610612749	84	0.373	0.85	0.263	17	43	0
4/1/2006	1610612750	91	0.471	0.828	0.143	18	39	1
4/1/2006	1610612741	97	0.407	0.688	0.36	21	42	0
4/1/2006	1610612759	106	0.5	0.833	0.313	24	57	1
4/1/2006	1610612743	106	0.521	0.852	0.467	26	42	1
3/1/2006	1610612764	111	0.424	0.879	0.455	23	37	0
3/1/2006	1610612737	97	0.477	0.805	0.182	18	33	0
3/1/2006	1610612765	108	0.527	0.759	0.421	21	32	1
3/1/2006	1610612763	104	0.486	0.675	0.304	21	37	1
3/1/2006	1610612742	95	0.468	0.8	0.385	19	52	1
3/1/2006	1610612762	90	0.493	0.727	0.333	21	39	1
3/1/2006	1610612758	98	0.407	0.704	0.333	23	47	0
2/1/2006	1610612754	115	0.521	0.857	0.423	21	40	1
2/1/2006	1610612752	140	0.495	0.593	0.364	23	63	1
2/1/2006	1610612740	103	0.474	0.714	0.364	21	41	1
2/1/2006	1610612741	92	0.494	0.706	0.364	23	41	0
2/1/2006	1610612743	120	0.526	0.744	0.353	29	34	1
1/1/2006	1610612757	94	0.462	0.3	0.438	30	42	0
1/1/2006	1610612748	97	0.52	0.647	0.533	23	45	1
1/1/2006	1610612747	94	0.5	0.6	0.25	21	40	0
31/12/2005	1610612743	88	0.342	0.75	0.5	16	49	0
31/12/2005	1610612739	97	0.438	0.808	0.333	16	46	1
31/12/2005	1610612741	98	0.432	0.727	0.348	23	49	0
31/12/2005	1610612740	90	0.458	0.69	0.5	18	39	0
31/12/2005	1610612745	89	0.41	0.741	0.217	12	44	0
31/12/2005	1610612762	108	0.463	0.829	0.417	25	43	1
31/12/2005	1610612760	96	0.507	0.889	0.316	22	33	0
31/12/2005	1610612746	92	0.463	0.737	0.444	21	37	0
30/12/2005	1610612764	113	0.38	0.822	0.375	17	42	0
30/12/2005	1610612753	107	0.5	0.846	0.3	19	42	1
30/12/2005	1610612754	97	0.425	0.767	0.286	17	43	0
30/12/2005	1610612751	99	0.508	0.8	0.5	24	31	1
30/12/2005	1610612766	100	0.457	0.696	0.5	24	33	0
30/12/2005	1610612749	113	0.446	0.717	0.333	24	41	1
30/12/2005	1610612742	109	0.494	0.793	0.667	20	37	0
30/12/2005	1610612758	116	0.482	0.829	0.385	27	40	1
30/12/2005	1610612757	90	0.473	0.75	0.357	20	36	0
29/12/2005	1610612765	106	0.487	0.862	0.389	24	31	1
29/12/2005	1610612759	111	0.589	0.778	0.733	30	38	1
29/12/2005	1610612743	105	0.467	0.696	0.238	24	36	0
28/12/2005	1610612744	111	0.537	0.68	0.273	30	28	1
28/12/2005	1610612766	93	0.375	0.806	0.167	11	50	1
28/12/2005	1610612761	108	0.512	0.85	0.5	21	30	1
28/12/2005	1610612764	99	0.488	0.7	0.2	17	44	0
28/12/2005	1610612753	105	0.528	0.667	0.2	20	38	1
28/12/2005	1610612740	92	0.48	0.538	0.462	27	40	1
28/12/2005	1610612750	108	0.581	0.571	0.462	31	32	1
28/12/2005	1610612757	95	0.361	0.719	0.25	20	49	1
28/12/2005	1610612747	99	0.417	0.677	0.444	21	47	0
27/12/2005	1610612737	90	0.471	0.615	0.182	22	45	0
27/12/2005	1610612751	96	0.434	0.788	0.364	21	39	1
27/12/2005	1610612748	109	0.481	0.806	0.286	17	33	1
27/12/2005	1610612765	113	0.519	0.769	0.524	32	41	1
27/12/2005	1610612745	74	0.342	0.769	0.2	14	45	0
27/12/2005	1610612759	99	0.507	0.647	0.313	16	39	1
27/12/2005	1610612743	106	0.466	0.826	0.263	27	35	0
27/12/2005	1610612746	93	0.443	0.75	0	26	43	0
26/12/2005	1610612744	112	0.482	0.704	0.579	24	34	0
26/12/2005	1610612764	94	0.383	0.818	0.238	13	48	1
26/12/2005	1610612753	108	0.538	0.704	0.5	21	40	1
26/12/2005	1610612739	102	0.487	0.759	0.211	20	47	1
26/12/2005	1610612752	101	0.459	0.788	0.412	19	40	0
26/12/2005	1610612750	89	0.422	0.714	0.273	19	42	0
26/12/2005	1610612742	102	0.474	0.813	0.4	17	49	1
26/12/2005	1610612762	105	0.425	0.825	0.333	21	49	1
26/12/2005	1610612758	92	0.434	0.714	0.263	17	41	0
26/12/2005	1610612760	118	0.481	0.76	0.111	20	49	1
25/12/2005	1610612748	97	0.45	0.667	0.25	17	47	1
25/12/2005	1610612765	85	0.415	0.706	0.385	17	57	1
23/12/2005	1610612737	111	0.54	0.588	0.438	29	43	1
23/12/2005	1610612766	88	0.37	0.706	0.308	20	37	0
23/12/2005	1610612753	88	0.395	0.676	0.077	16	46	0
23/12/2005	1610612752	98	0.463	0.711	0.333	14	27	1
23/12/2005	1610612748	88	0.366	0.629	0.316	19	50	0
23/12/2005	1610612765	97	0.481	0.64	0.238	27	41	1
23/12/2005	1610612739	94	0.431	0.703	0.462	17	44	1
23/12/2005	1610612763	95	0.423	0.758	0.4	22	43	1
23/12/2005	1610612750	83	0.421	0.938	0.308	22	30	0
23/12/2005	1610612749	101	0.487	0.75	0.389	21	42	1
23/12/2005	1610612759	95	0.528	0.519	0.357	19	36	1
23/12/2005	1610612743	108	0.477	0.613	0.467	32	58	1
23/12/2005	1610612756	111	0.488	0.75	0.545	27	30	0
23/12/2005	1610612760	98	0.435	0.792	0.25	16	47	0
22/12/2005	1610612741	100	0.519	0.8	0.381	23	38	0
22/12/2005	1610612758	95	0.432	0.808	0.308	16	37	0
21/12/2005	1610612750	88	0.473	0.625	0.375	24	47	1
21/12/2005	1610612755	111	0.5	0.75	0.4	19	47	1
21/12/2005	1610612753	85	0.471	0.655	0.154	10	39	0
21/12/2005	1610612754	97	0.513	0.769	0.391	23	52	1
21/12/2005	1610612738	101	0.492	0.822	0	17	32	1
21/12/2005	1610612752	96	0.455	0.714	0.143	18	35	0
21/12/2005	1610612763	89	0.415	0.789	0.462	20	38	1
21/12/2005	1610612745	81	0.421	0.706	0.238	20	37	0
21/12/2005	1610612743	110	0.5	0.553	0.333	24	36	0
20/12/2005	1610612749	109	0.461	0.677	0.6	18	45	1
20/12/2005	1610612739	110	0.571	0.727	0.545	20	33	1
20/12/2005	1610612751	99	0.514	0.697	0.286	27	45	1
20/12/2005	1610612748	111	0.513	0.771	0.364	24	51	1
20/12/2005	1610612765	93	0.394	0.912	0.4	20	36	1
20/12/2005	1610612741	92	0.436	0.714	0.375	21	35	0
20/12/2005	1610612756	111	0.524	0.789	0.303	27	42	1
20/12/2005	1610612747	112	0.5	0.708	0.333	19	43	1
19/12/2005	1610612753	90	0.493	0.731	0.143	15	39	0
19/12/2005	1610612738	109	0.482	0.758	0.364	23	49	1
19/12/2005	1610612766	106	0.443	0.667	0.222	22	43	1
19/12/2005	1610612763	104	0.518	0.833	0.5	21	41	0
19/12/2005	1610612760	111	0.487	0.857	0.524	25	38	1
18/12/2005	1610612761	80	0.345	0.792	0.158	14	43	0
18/12/2005	1610612737	110	0.427	0.895	0.524	25	47	1
18/12/2005	1610612751	118	0.575	0.842	0.5	36	40	1
18/12/2005	1610612740	89	0.442	0.75	0.167	20	38	1
18/12/2005	1610612742	102	0.5	0.852	0.455	17	38	1
18/12/2005	1610612757	97	0.455	0.71	0.357	26	44	1
18/12/2005	1610612747	74	0.352	0.704	0.25	18	41	0
17/12/2005	1610612766	78	0.352	0.75	0.333	18	46	0
17/12/2005	1610612746	89	0.487	0.55	0.5	28	41	1
17/12/2005	1610612752	96	0.372	0.711	0.385	15	57	0
17/12/2005	1610612739	115	0.513	0.774	0.393	29	37	1
17/12/2005	1610612763	91	0.419	0.667	0.188	21	45	1
17/12/2005	1610612741	118	0.597	0.692	0.824	34	40	1
17/12/2005	1610612749	80	0.394	0.808	0.2	15	38	0
17/12/2005	1610612759	90	0.456	0.632	0.333	17	43	1
16/12/2005	1610612747	97	0.472	0.765	0.231	20	46	1
16/12/2005	1610612751	115	0.471	0.778	0.5	32	45	1
16/12/2005	1610612761	98	0.493	0.833	0.533	22	38	0
16/12/2005	1610612755	105	0.455	0.647	0.25	20	35	0
16/12/2005	1610612737	122	0.632	0.75	0.75	20	33	1
16/12/2005	1610612754	93	0.412	0.848	0.409	20	37	1
16/12/2005	1610612738	96	0.432	0.84	0.278	30	39	0
16/12/2005	1610612765	110	0.506	0.731	0.5	29	46	1
16/12/2005	1610612740	88	0.452	0.625	0.2	19	43	0
16/12/2005	1610612742	109	0.5	0.731	0.462	20	42	1
16/12/2005	1610612757	99	0.591	0.619	0.471	26	29	0
15/12/2005	1610612739	94	0.53	0.615	0.4	23	37	1
15/12/2005	1610612750	88	0.43	0.864	0.167	20	44	0
15/12/2005	1610612760	98	0.42	0.759	0.444	19	43	0
14/12/2005	1610612765	109	0.506	0.733	0.5	32	42	1
14/12/2005	1610612761	94	0.413	0.852	0.375	18	25	0
14/12/2005	1610612755	106	0.432	0.771	0.375	15	45	1
14/12/2005	1610612738	85	0.451	0.72	0.6	22	44	1
14/12/2005	1610612751	83	0.38	0.769	0.214	21	51	0
14/12/2005	1610612752	90	0.459	0.75	0.143	20	41	0
14/12/2005	1610612749	83	0.386	0.696	0.143	24	46	0
14/12/2005	1610612763	79	0.429	0.529	0.267	20	38	0
14/12/2005	1610612740	102	0.493	0.7	0.538	19	39	1
14/12/2005	1610612742	102	0.461	0.563	0.167	12	54	1
14/12/2005	1610612762	82	0.341	0.677	0.25	18	53	1
14/12/2005	1610612744	105	0.416	0.696	0.405	29	32	0
13/12/2005	1610612759	95	0.447	0.316	0.333	17	58	1
13/12/2005	1610612764	94	0.493	0.667	0.533	20	43	1
13/12/2005	1610612739	94	0.455	0.63	0.389	19	42	0
13/12/2005	1610612766	85	0.418	0.696	0.188	24	43	0
13/12/2005	1610612750	91	0.432	0.75	0.25	23	44	0
13/12/2005	1610612741	97	0.429	0.667	0.318	26	46	0
13/12/2005	1610612760	107	0.374	0.793	0.476	20	50	0
12/12/2005	1610612755	90	0.443	0.643	0.5	22	51	1
12/12/2005	1610612752	92	0.532	0.462	0.333	22	32	0
12/12/2005	1610612742	106	0.466	0.773	0.308	13	47	0
12/12/2005	1610612762	92	0.459	0.7	0.375	21	55	1
12/12/2005	1610612756	87	0.456	0.714	0.417	25	38	0
11/12/2005	1610612748	104	0.422	0.622	0.3	15	50	1
11/12/2005	1610612746	101	0.494	0.938	0.4	22	42	0
11/12/2005	1610612758	110	0.481	0.806	0.474	21	39	1
11/12/2005	1610612757	86	0.38	0.586	0.429	17	46	0
10/12/2005	1610612746	101	0.434	0.893	0.4	22	42	1
10/12/2005	1610612764	111	0.468	0.829	0.333	18	38	0
10/12/2005	1610612737	94	0.468	0.786	0	12	50	1
10/12/2005	1610612753	94	0.443	0.633	0.333	22	49	1
10/12/2005	1610612751	95	0.412	0.739	0.32	25	40	0
10/12/2005	1610612766	103	0.427	0.654	0.267	21	48	0
10/12/2005	1610612754	80	0.435	0.842	0.25	20	47	1
10/12/2005	1610612750	95	0.487	0.583	0.556	23	42	1
10/12/2005	1610612749	111	0.458	0.8	0.458	23	41	1
10/12/2005	1610612742	103	0.471	0.767	0.4	19	38	1
10/12/2005	1610612760	104	0.437	0.719	0.238	16	34	0
9/12/2005	1610612739	100	0.43	0.8	0.348	17	38	0
9/12/2005	1610612757	98	0.488	0.48	0.6	18	41	1
9/12/2005	1610612755	119	0.473	0.8	0.643	30	46	1
9/12/2005	1610612748	92	0.421	0.759	0.333	18	41	0
9/12/2005	1610612763	83	0.343	0.667	0.313	15	38	0
9/12/2005	1610612741	80	0.388	0.8	0.133	18	37	0
9/12/2005	1610612759	101	0.494	0.778	0.364	21	44	1
9/12/2005	1610612762	90	0.438	0.657	0.2	20	38	0
9/12/2005	1610612756	85	0.417	0.875	0.286	20	38	1
9/12/2005	1610612744	103	0.451	0.926	0.222	19	37	0
8/12/2005	1610612754	111	0.59	0.647	0.5	27	43	1
8/12/2005	1610612758	95	0.493	0.7	0.286	23	36	0
7/12/2005	1610612746	84	0.392	0.815	0.333	20	42	1
7/12/2005	1610612740	87	0.416	0.697	0	16	36	0
7/12/2005	1610612755	85	0.425	0.724	0.143	17	40	0
7/12/2005	1610612761	91	0.41	0.792	0.182	19	33	0
7/12/2005	1610612753	93	0.459	0.724	0.267	18	44	0
7/12/2005	1610612766	84	0.381	0.704	0.143	12	43	0
7/12/2005	1610612759	98	0.469	0.76	0.167	24	41	1
7/12/2005	1610612762	95	0.521	0.773	0.25	29	37	1
7/12/2005	1610612757	74	0.384	0.739	0.091	13	35	0
7/12/2005	1610612744	110	0.478	0.63	0.333	18	44	0
6/12/2005	1610612764	119	0.5	0.611	0.368	25	44	1
6/12/2005	1610612754	75	0.343	0.692	0.143	10	38	0
6/12/2005	1610612749	92	0.481	0.733	0.231	22	38	0
6/12/2005	1610612763	89	0.455	0.742	0.353	15	41	1
6/12/2005	1610612745	91	0.447	0.72	0.278	19	43	1
6/12/2005	1610612743	125	0.587	0.923	0.143	29	39	1
6/12/2005	1610612756	130	0.556	0.933	0.5	33	52	1
6/12/2005	1610612758	97	0.468	0.833	0.188	25	35	0
6/12/2005	1610612760	101	0.425	0.848	0.44	21	31	0
5/12/2005	1610612741	94	0.459	0.739	0.391	18	30	0
5/12/2005	1610612753	85	0.357	0.909	0.455	11	38	0
5/12/2005	1610612762	77	0.377	0.75	0.1	18	39	0
5/12/2005	1610612746	99	0.494	0.741	0.375	27	45	1
4/12/2005	1610612752	99	0.437	0.761	0.286	16	48	0
4/12/2005	1610612756	112	0.476	0.862	0.346	27	43	1
4/12/2005	1610612760	107	0.468	0.897	0.389	20	37	1
4/12/2005	1610612758	77	0.421	0.6	0.1	17	36	0
4/12/2005	1610612757	93	0.427	0.697	0.375	16	40	0
4/12/2005	1610612747	99	0.424	0.909	0.467	22	46	1
3/12/2005	1610612745	75	0.456	0.625	0.2	20	36	0
3/12/2005	1610612751	82	0.408	0.667	0.235	22	38	0
3/12/2005	1610612741	79	0.39	0.577	0.286	16	42	0
3/12/2005	1610612749	104	0.566	0.5	0.556	31	32	1
3/12/2005	1610612742	97	0.486	0.808	0.5	18	43	1
3/12/2005	1610612759	100	0.482	0.647	0.389	27	44	1
3/12/2005	1610612743	101	0.461	0.75	0.4	31	38	1
3/12/2005	1610612746	102	0.519	0.727	0.4	22	52	1
2/12/2005	1610612740	88	0.432	0.677	0.214	19	44	1
2/12/2005	1610612764	102	0.513	0.652	0.357	19	41	0
2/12/2005	1610612737	101	0.551	0.733	0.444	25	35	0
2/12/2005	1610612738	102	0.471	0.763	0.474	17	34	0
2/12/2005	1610612765	106	0.544	0.725	0.333	25	37	1
2/12/2005	1610612763	91	0.525	0.676	0.429	21	39	1
2/12/2005	1610612756	102	0.452	0.625	0.364	29	43	1
2/12/2005	1610612758	87	0.422	0.824	0.2	28	36	0
2/12/2005	1610612757	78	0.403	0.577	0.143	12	34	0
2/12/2005	1610612747	108	0.543	0.867	0.412	27	37	0
2/12/2005	1610612744	107	0.416	0.758	0.296	24	57	1
2/12/2005	1610612760	115	0.518	0.739	0.417	20	38	1
1/12/2005	1610612742	90	0.403	0.686	0.364	14	46	0
1/12/2005	1610612762	101	0.36	0.792	0.313	11	47	0
30/11/2005	1610612756	109	0.467	0.824	0.391	25	49	1
30/11/2005	1610612744	113	0.446	0.731	0.375	29	52	1
30/11/2005	1610612761	66	0.347	0.938	0.077	16	35	0
30/11/2005	1610612764	96	0.375	0.833	0.286	17	55	1
30/11/2005	1610612737	74	0.4	0.7	0	16	37	0
30/11/2005	1610612739	112	0.407	0.851	0.286	20	47	1
30/11/2005	1610612738	110	0.448	0.784	0.25	24	59	1
30/11/2005	1610612751	83	0.407	0.765	0	20	44	0
30/11/2005	1610612752	109	0.462	0.789	0.444	17	38	1
30/11/2005	1610612743	95	0.437	0.7	0.455	23	47	0
30/11/2005	1610612760	104	0.471	0.85	0.35	28	40	1
29/11/2005	1610612755	107	0.447	0.826	0.333	17	60	1
29/11/2005	1610612749	113	0.488	0.771	0.545	21	46	1
29/11/2005	1610612750	84	0.392	0.692	0.333	20	45	0
29/11/2005	1610612741	85	0.43	0.524	0.261	28	37	1
29/11/2005	1610612745	100	0.449	0.806	0.313	16	46	1
29/11/2005	1610612759	90	0.474	0.56	0.4	15	51	1
29/11/2005	1610612762	60	0.333	0.579	0.375	15	38	0
29/11/2005	1610612758	110	0.5	0.87	0.714	29	42	1
28/11/2005	1610612761	91	0.43	0.857	0.294	18	45	0
28/11/2005	1610612738	83	0.429	0.789	0.167	19	43	0
28/11/2005	1610612748	107	0.473	0.882	0.389	19	41	1
28/11/2005	1610612743	92	0.377	0.638	0.25	16	50	0
28/11/2005	1610612744	99	0.443	0.824	0.318	21	47	1
27/11/2005	1610612746	92	0.457	0.926	0.429	16	44	0
27/11/2005	1610612737	75	0.4	0.731	0	10	42	0
27/11/2005	1610612747	96	0.337	0.711	0.208	16	48	0
26/11/2005	1610612744	117	0.566	0.75	0.238	37	45	1
26/11/2005	1610612752	105	0.4	0.75	0.214	16	53	1
26/11/2005	1610612760	99	0.419	0.667	0.29	22	36	0
26/11/2005	1610612753	80	0.351	0.781	0.143	11	47	1
26/11/2005	1610612766	100	0.455	0.577	0.278	21	50	1
26/11/2005	1610612739	85	0.318	0.917	0.333	8	48	0
26/11/2005	1610612745	89	0.368	0.903	0.333	18	47	0
